	font_file	suffix	family_name	style_name	postscript_name	num_faces	num_glyphs	has_multiple_masters	variation_axes_count	variable_font_weight	min_font_weight	max_font_weight	charmap_encoding_name	has_horizontal	has_vertical	has_kerning	has_fixed_sizes	num_fixed_sizes	is_fixed_width	is_scalable	has_glyph_names	units_per_EM	face_format	is_sfnt	sfnt_name_count	is_tricky
159	NotoSansTamil-SemiCondensedBlack.ttf	ttf	Noto Sans Tamil	SemiCondensed Black	NotoSansTamil-SemiCondensedBlack	1	240	False	0	False	N/A	N/A	FT_ENCODING_UNICODE	True	False	False	False	0	False	True	True	1000	TrueType	True	17	False
160	NotoSansTamilUI-Black.ttf	ttf	Noto Sans Tamil UI	Black	NotoSansTamilUI-Black	1	240	False	0	False	N/A	N/A	FT_ENCODING_UNICODE	True	False	False	False	0	False	True	True	1000	TrueType	True	17	False
161	NotoSansTamilUI-Condensed.ttf	ttf	Noto Sans Tamil UI	Condensed	NotoSansTamilUI-Condensed	1	240	False	0	False	N/A	N/A	FT_ENCODING_UNICODE	True	False	False	False	0	False	True	True	1000	TrueType	True	17	False
162	NotoSansTamilUI-CondensedBlack.ttf	ttf	Noto Sans Tamil UI	Condensed Black	NotoSansTamilUI-CondensedBlack	1	240	False	0	False	N/A	N/A	FT_ENCODING_UNICODE	True	False	False	False	0	False	True	True	1000	TrueType	True	17	False
163	NotoSansTamilUI-Regular.ttf	ttf	Noto Sans Tamil UI	Regular	NotoSansTamilUI-Regular	1	240	False	0	False	N/A	N/A	FT_ENCODING_UNICODE	True	False	False	False	0	False	True	True	1000	TrueType	True	15	False
164	NotoSansTamilUI-SemiCondensed.ttf	ttf	Noto Sans Tamil UI	SemiCondensed	NotoSansTamilUI-SemiCondensed	1	240	False	0	False	N/A	N/A	FT_ENCODING_UNICODE	True	False	False	False	0	False	True	True	1000	TrueType	True	17	False
165	NotoSansTamilUI-SemiCondensedBlack.ttf	ttf	Noto Sans Tamil UI	SemiCondensed Black	NotoSansTamilUI-SemiCondensedBlack	1	240	False	0	False	N/A	N/A	FT_ENCODING_UNICODE	True	False	False	False	0	False	True	True	1000	TrueType	True	17	False
166	NotoSansTelugu-Regular.ttf	ttf	Noto Sans Telugu	Regular	NotoSansTelugu	1	762	False	0	False	N/A	N/A	FT_ENCODING_UNICODE	True	False	False	False	0	False	True	False	2048	TrueType	True	15	False
167	NotoSansTeluguUI-Regular.ttf	ttf	Noto Sans Telugu UI	Regular	NotoSansTeluguUI	1	776	False	0	False	N/A	N/A	FT_ENCODING_UNICODE	True	False	False	False	0	False	True	True	2048	TrueType	True	15	False
168	NotoSansThai-Black.ttf	ttf	Noto Sans Thai	Black	NotoSansThai-Black	1	140	False	0	False	N/A	N/A	FT_ENCODING_UNICODE	True	False	False	False	0	False	True	True	1000	TrueType	True	17	False
169	NotoSansThai-Condensed.ttf	ttf	Noto Sans Thai	Condensed	NotoSansThai-Condensed	1	140	False	0	False	N/A	N/A	FT_ENCODING_UNICODE	True	False	False	False	0	False	True	True	1000	TrueType	True	17	False
170	NotoSansThai-CondensedBlack.ttf	ttf	Noto Sans Thai	Condensed Black	NotoSansThai-CondensedBlack	1	140	False	0	False	N/A	N/A	FT_ENCODING_UNICODE	True	False	False	False	0	False	True	True	1000	TrueType	True	17	False
171	NotoSansThai-Regular.ttf	ttf	Noto Sans Thai	Regular	NotoSansThai-Regular	1	140	False	0	False	N/A	N/A	FT_ENCODING_UNICODE	True	False	False	False	0	False	True	True	1000	TrueType	True	15	False
172	NotoSansThai-SemiCondensed.ttf	ttf	Noto Sans Thai	SemiCondensed	NotoSansThai-SemiCondensed	1	140	False	0	False	N/A	N/A	FT_ENCODING_UNICODE	True	False	False	False	0	False	True	True	1000	TrueType	True	17	False
173	NotoSansThai-SemiCondensedBlack.ttf	ttf	Noto Sans Thai	SemiCondensed Black	NotoSansThai-SemiCondensedBlack	1	140	False	0	False	N/A	N/A	FT_ENCODING_UNICODE	True	False	False	False	0	False	True	True	1000	TrueType	True	17	False
174	NotoSansThaiUI-Black.ttf	ttf	Noto Sans Thai UI	Black	NotoSansThaiUI-Black	1	140	False	0	False	N/A	N/A	FT_ENCODING_UNICODE	True	False	False	False	0	False	True	True	1000	TrueType	True	17	False
